sigma,x0,y0,theta,closure_err,t_est
0.35,0.18,0.43599999999999994,4.71238898038469,4.92018583129051e-06,19.30024523350576
0.35,0.30799999999999994,0.43599999999999994,4.71238898038469,4.919948824955167e-06,19.30024522306408
0.35,0.30799999999999994,0.5639999999999998,4.71238898038469,4.959596935694144e-06,25.700247205469616
0.35,0.43599999999999994,0.18,0.0,4.959596935805166e-06,9.0
0.35,0.43599999999999994,0.30799999999999994,0.0,4.959596935805166e-06,15.399999999999997
0.35,0.43599999999999994,0.43599999999999994,0.0,4.959596935805166e-06,21.799999999999997
0.35,0.43599999999999994,0.43599999999999994,4.71238898038469,4.919948824955167e-06,19.30024522306408
0.35,0.43599999999999994,0.5639999999999998,0.0,4.959596935805166e-06,28.199999999999992
0.35,0.43599999999999994,0.5639999999999998,4.71238898038469,4.959596935694144e-06,25.700247205469616
0.35,0.5639999999999998,0.18,0.0,4.919948825010678e-06,9.0
0.35,0.5639999999999998,0.30799999999999994,0.0,4.919948825010678e-06,15.399999999999997
0.35,0.5639999999999998,0.43599999999999994,0.0,4.919948825010678e-06,21.799999999999997
0.35,0.5639999999999998,0.43599999999999994,4.71238898038469,4.919948824955167e-06,19.30024522306408
0.35,0.5639999999999998,0.5639999999999998,0.0,4.919948825010678e-06,28.199999999999992
0.35,0.5639999999999998,0.5639999999999998,4.71238898038469,4.959596935694144e-06,25.700247205469616
0.35,0.5639999999999998,0.692,0.0,4.9199488251217005e-06,34.599999999999994
0.35,0.692,0.43599999999999994,4.71238898038469,4.919948824955167e-06,19.30024522306408
0.35,0.692,0.5639999999999998,4.71238898038469,4.959596935694144e-06,25.700247205469616
0.35,0.82,0.43599999999999994,4.71238898038469,4.919948824955167e-06,19.30024522306408
0.35,0.82,0.5639999999999998,4.71238898038469,4.959596935694144e-06,25.700247205469616
0.39999999999999997,0.18,0.43599999999999994,4.71238898038469,3.310514583181649e-06,19.30016516731016
0.39999999999999997,0.30799999999999994,0.43599999999999994,4.71238898038469,3.3102756888947482e-06,19.30016515708678
0.39999999999999997,0.30799999999999994,0.5639999999999998,4.71238898038469,3.328538609181919e-06,25.70016607023279
0.39999999999999997,0.43599999999999994,0.18,0.0,3.32853861018112e-06,9.0
0.39999999999999997,0.43599999999999994,0.30799999999999994,0.0,3.32853861018112e-06,15.399999999999997
0.39999999999999997,0.43599999999999994,0.43599999999999994,0.0,3.32853861018112e-06,21.799999999999997
0.39999999999999997,0.43599999999999994,0.43599999999999994,4.71238898038469,3.3102756888947482e-06,19.30016515708678
0.39999999999999997,0.43599999999999994,0.5639999999999998,0.0,3.32853861018112e-06,28.199999999999992
0.39999999999999997,0.43599999999999994,0.5639999999999998,4.71238898038469,3.328538609181919e-06,25.70016607023279
0.39999999999999997,0.5639999999999998,0.18,0.0,3.310275689893949e-06,9.0
0.39999999999999997,0.5639999999999998,0.30799999999999994,0.0,3.310275689893949e-06,15.399999999999997
0.39999999999999997,0.5639999999999998,0.43599999999999994,0.0,3.310275689893949e-06,21.799999999999997
0.39999999999999997,0.5639999999999998,0.43599999999999994,4.71238898038469,3.3102756888947482e-06,19.30016515708678
0.39999999999999997,0.5639999999999998,0.5639999999999998,0.0,3.310275689893949e-06,28.199999999999992
0.39999999999999997,0.5639999999999998,0.5639999999999998,4.71238898038469,3.328538609181919e-06,25.70016607023279
0.39999999999999997,0.5639999999999998,0.692,0.0,3.310275689893949e-06,34.599999999999994
0.39999999999999997,0.692,0.43599999999999994,4.71238898038469,3.3102756888947482e-06,19.30016515708678
0.39999999999999997,0.692,0.5639999999999998,4.71238898038469,3.328538609181919e-06,25.70016607023279
0.39999999999999997,0.82,0.43599999999999994,4.71238898038469,3.3102756888947482e-06,19.30016515708678
0.39999999999999997,0.82,0.5639999999999998,4.71238898038469,3.328538609181919e-06,25.70016607023279
0.45,0.18,0.43599999999999994,4.71238898038469,1.7678702662498048e-06,19.300088287467148
